1.0000,0,0,0,0
0.9995,0,0,0,0
0.9991,0,0,0,0
0.9986,0,0,0,0
0.9982,0,0,0,0
0.9977,0,0,0,0
0.9973,0,0,0,0
0.9968,0,0,0,0
0.9964,0,0,0,0
0.9959,0,0,0,0
0.9955,0,0,0,0
0.9950,0,0,0,0
0.9946,0,0,0,0
0.9941,0,0,0,0
0.9937,0,0,0,0
0.9932,0,0,0,0
0.9927,0,0,0,0
0.9923,0,0,0,0
0.9918,0,0,0,0
0.9914,0,0,0,0
0.9909,0,0,0,0
0.9905,0,0,0,0
0.9900,0,0,0,0
0.9896,0,0,0,0
0.9891,0,0,0,0
0.9887,0,0,0,0
0.9882,0,0,0,0
0.9878,0,0,0,0
0.9873,0,0,0,0
0.9868,0,0,0,0
0.9864,0,0,0,0
0.9859,0,0,0,0
0.9855,0,0,0,0
0.9850,0,0,0,0
0.9846,0,0,0,0
0.9841,0,0,0,0
0.9837,0,0,0,0
0.9832,0,0,0,0
0.9828,0,0,0,0
0.9823,0,0,0,0
0.9819,0,0,0,0
0.9814,0,0,0,0
0.9810,0,0,0,0
0.9805,0,0,0,0
0.9800,0,0,0,0
0.9796,0,0,0,0
0.9791,0,0,0,0
0.9787,0,0,0,0
0.9782,0,0,0,0
0.9778,0,0,0,0
0.9773,0,0,0,0
0.9769,0,0,0,0
0.9764,0,0,0,0
0.9760,0,0,0,0
0.9755,0,0,0,0
0.9751,0,0,0,0
0.9746,0,0,0,0
0.9741,0,0,0,0
0.9737,0,0,0,0
0.9732,0,0,0,0
0.9728,0,0,0,0
0.9723,0,0,0,0
0.9719,0,0,0,0
0.9714,0,0,0,0
0.9710,0,0,0,0
0.9705,0,0,0,0
0.9701,0,0,0,0
0.9696,0,0,0,0
0.9692,0,0,0,0
0.9687,0,0,0,0
0.9683,0,0,0,0
0.9678,0,0,0,0
0.9673,0,0,0,0
0.9669,0,0,0,0
0.9664,0,0,0,0
0.9660,0,0,0,0
0.9655,0,0,0,0
0.9651,0,0,0,0
0.9646,0,0,0,0
0.9642,0,0,0,0
0.9637,0,0,0,0
0.9633,0,0,0,0
0.9628,0,0,0,0
0.9624,0,0,0,0
0.9619,0,0,0,0
0.9615,0,0,0,0
0.9610,0,0,0,0
0.9605,0,0,0,0
0.9601,0,0,0,0
0.9596,0,0,0,0
0.9592,0,0,0,0
0.9587,0,0,0,0
0.9583,0,0,0,0
0.9578,0,0,0,0
0.9574,0,0,0,0
0.9569,0,0,0,0
0.9565,0,0,0,0
0.9560,0,0,0,0
0.9556,0,0,0,0
0.9551,0,0,0,0
0.9546,0,0,0,0
0.9542,0,0,0,0
0.9537,0,0,0,0
0.9533,0,0,0,0
0.9528,0,0,0,0
0.9524,0,0,0,0
0.9519,0,0,0,0
0.9515,0,0,0,0
0.9510,0,0,0,0
0.9506,0,0,0,0
0.9501,0,0,0,0
0.9497,0,0,0,0
0.9492,0,0,0,0
0.9488,0,0,0,0
0.9483,0,0,0,0
0.9478,0,0,0,0
0.9474,0,0,0,0
0.9469,0,0,0,0
0.9465,0,0,0,0
0.9460,0,0,0,0
0.9456,0,0,0,0
0.9451,0,0,0,0
0.9447,0,0,0,0
0.9442,0,0,0,0
0.9438,0,0,0,0
0.9433,0,0,0,0
0.9429,0,0,0,0
0.9424,0,0,0,0
0.9420,0,0,0,0
0.9415,0,0,0,0
0.9410,0,0,0,0
0.9406,0,0,0,0
0.9401,0,0,0,0
0.9397,0,0,0,0
0.9392,0,0,0,0
0.9388,0,0,0,0
0.9383,0,0,0,0
0.9379,0,0,0,0
0.9374,0,0,0,0
0.9370,0,0,0,0
0.9365,0,0,0,0
0.9361,0,0,0,0
0.9356,0,0,0,0
0.9351,0,0,0,0
0.9347,0,0,0,0
0.9342,0,0,0,0
0.9338,0,0,0,0
0.9333,0,0,0,0
0.9329,0,0,0,0
0.9324,0,0,0,0
0.9320,0,0,0,0
0.9315,0,0,0,0
0.9311,0,0,0,0
0.9306,0,0,0,0
0.9302,0,0,0,0
0.9297,0,0,0,0
0.9293,0,0,0,0
0.9288,0,0,0,0
0.9283,0,0,0,0
0.9279,0,0,0,0
0.9274,0,0,0,0
0.9270,0,0,0,0
0.9265,0,0,0,0
0.9261,0,0,0,0
0.9256,0,0,0,0
0.9252,0,0,0,0
0.9247,0,0,0,0
0.9243,0,0,0,0
0.9238,0,0,0,0
0.9234,0,0,0,0
0.9229,0,0,0,0
0.9224,0,0,0,0
0.9220,0,0,0,0
0.9215,0,0,0,0
0.9211,0,0,0,0
0.9206,0,0,0,0
0.9202,0,0,0,0
0.9197,0,0,0,0
0.9193,0,0,0,0
0.9188,0,0,0,0
0.9184,0,0,0,0
0.9179,0,0,0,0
0.9175,0,0,0,0
0.9170,0,0,0,0
0.9166,0,0,0,0
0.9161,0,0,0,0
0.9156,0,0,0,0
0.9152,0,0,0,0
0.9147,0,0,0,0
0.9143,0,0,0,0
0.9138,0,0,0,0
0.9134,0,0,0,0
0.9129,0,0,0,0
0.9125,0,0,0,0
0.9120,0,0,0,0
0.9116,0,0,0,0
0.9111,0,0,0,0
0.9107,0,0,0,0
0.9102,0,0,0,0
0.9098,0,0,0,0
0.9093,0,0,0,0
0.9088,0,0,0,0
0.9084,0,0,0,0
0.9079,0,0,0,0
0.9075,0,0,0,0
0.9070,0,0,0,0
0.9066,0,0,0,0
0.9061,0,0,0,0
0.9057,0,0,0,0
0.9052,0,0,0,0
0.9048,0,0,2,0
0.9043,0,3,2,0
0.9039,0,3,2,0
0.9034,0,3,2,0
0.9029,0,3,2,0
0.9025,0,3,2,0
0.9020,0,3,2,0
0.9016,0,3,2,0
0.9011,0,3,2,0
0.9007,0,3,2,0
0.9002,0,3,2,0
0.8998,0,2,2,0
0.8993,0,2,2,0
0.8989,0,2,2,0
0.8984,0,2,2,0
0.8980,0,2,2,0
0.8975,0,2,2,0
0.8971,0,2,2,0
0.8966,0,2,2,0
0.8961,0,2,2,0
0.8957,0,2,2,0
0.8952,0,1,2,0
0.8948,0,1,2,0
0.8943,0,1,2,0
0.8939,0,1,2,0
0.8934,0,1,2,0
0.8930,0,1,2,0
0.8925,0,1,2,0
0.8921,0,1,2,0
0.8916,0,1,2,0
0.8912,0,1,2,0
0.8907,0,0,2,0
0.8902,0,0,2,0
0.8898,0,0,2,0
0.8893,0,0,2,0
0.8889,0,0,2,0
0.8884,0,0,2,0
0.8880,0,0,2,0
0.8875,0,0,2,0
0.8871,0,0,2,0
0.8866,0,0,2,0
0.8862,0,0,1,0
0.8857,0,3,1,0
0.8853,0,3,1,0
0.8848,0,3,1,0
0.8844,0,3,1,0
0.8839,0,3,1,0
0.8834,0,3,1,0
0.8830,0,3,1,0
0.8825,0,3,1,0
0.8821,0,3,1,0
0.8816,0,3,1,0
0.8812,0,2,1,0
0.8807,0,2,1,0
0.8803,0,2,1,0
0.8798,0,2,1,0
0.8794,0,2,1,0
0.8789,0,2,1,0
0.8785,0,2,1,0
0.8780,0,2,1,0
0.8776,0,2,1,0
0.8771,0,2,1,0
0.8766,0,1,1,0
0.8762,0,1,1,0
0.8757,0,1,1,0
0.8753,0,1,1,0
0.8748,0,1,1,0
0.8744,0,1,1,0
0.8739,0,1,1,0
0.8735,0,1,1,0
0.8730,0,1,1,0
0.8726,0,1,1,0
0.8721,0,0,1,0
0.8717,0,0,1,0
0.8712,0,0,1,0
0.8707,0,0,1,0
0.8703,0,0,1,0
0.8698,0,0,1,0
0.8694,0,0,1,0
0.8689,0,0,1,0
0.8685,0,0,1,0
0.8680,0,0,1,0
0.8676,0,0,0,0
0.8671,0,3,0,0
0.8667,0,3,0,0
0.8662,0,3,0,0
0.8658,0,3,0,0
0.8653,0,3,0,0
0.8649,0,3,0,0
0.8644,0,3,0,0
0.8639,0,3,0,0
0.8635,0,3,0,0
0.8630,0,3,0,0
0.8626,0,2,0,0
0.8621,0,2,0,0
0.8617,0,2,0,0
